Title,Name of BCI,Form-factor,Category of BCI,Date,Type of Media (tentative),Utopia/Dystopia - tech-wise,Level of invasiveness,reality factor,neurafictionality,neuroptimism,BCI forecast,Description,Keywords,Author/Directed by,Distributed by,Production Company,Near Future,Year,Utopia/Dystopia in the media,years since publication,prediction
Forbidden Planet,Plastic Educator,tool,knowledge upload,1-Jan-56,Novel,"dystopia, utopia",Non-invasive,0.397590361,0.306976744,0.772093023,166,"""plastic educator"", a device capable of measuring and enhancing intellectual capacity.",education,"Allen Adler, Fred M. Wilcox, Irving Block",Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,100,1956,"Dystopia, Utopia",66,2121
Neuromancer,Microsoft,implant,"knowledge upload, storage",1-Jan-84,"Movie, Novel, game, opera","dystopia, utopia",Invasive,0.655172414,0.203208556,0.310160428,58,"A small piece of firmware inserted into the brain that provides data on a particular subject, or special features, for the user",,William Gibson,,,20,1984,"Dystopia, Utopia",38,2041
When Gravity Fails,Moddy,N/A,"knowledge upload, linking, manipulation",1-Jan-87,Novel,"dystopia, utopia",N/A,0.259259259,0.190217391,0.733695652,135,"A plug-in personality module; a firmware device that gives the user the personality desired - ROM to your brain's RAM. This device is different than a microsoft, or a chip with a specific skill. It seems to impart not merely information, but an emotional bias that colors the movements, intonation and every other nuance of behavior.",,George Alec Effinger,,,100,1987,"Dystopia, Utopia",35,2121
The New and Improved Romie Futch,,implant,knowledge upload,1-Jan-15,Novel,"dystopia, utopia",Invasive,0.065420561,0.044871795,0.685897436,107,pedagogical downloads via direct brain-computer interface,education,Julia Ellliott,,,100,2015,"Dystopia, Utopia",7,2121
Frontera,,N/A,"knowledge upload, manipulation",1-Jan-84,Novel,"dystopia, utopia",N/A,0.275362319,0.203208556,0.737967914,138,"Altering reality, uploading knowledge",knowledge,Lewis Shiner,,,100,1984,"Dystopia, Utopia",38,2121
"Black Mirror, S4 EP3 ""Crocodile""",Corroborator,implant,memory,1-Jan-18,TV Series,"dystopia, utopia",Invasive,0.050632911,0.026143791,0.516339869,79,"The Corroborator is a brain-scanning device that doesn’t require physical implants to work. Instead, it uses small scanner devices that are specifically able to scan memories. The scans are fed to a nearby screen that visualizes them for someone else to view. Because memories are subjective and can be altered by their owner, the people using Corroborators generally try to gather many people’s memories in order to get a consensus of an event. But apparently Corroborators can be used on animals as well as people, and they’re useful enough that they can lead investigators to the perpetrators of crimes.
The system is mostly used by insurance investigators.",memories,John Hillcoat,"Endemol Shine UK, Netflix","House of Tomorrow, Zeppotron",75,2018,Dystopia,4,2096
Assassin’s Creed,Animus,tool,memory,1-Jan-07,game,utopia,Non-invasive,0.130434783,0.091463415,0.701219512,115,"The Animus (plural: Animi) is a virtual reality machine developed, and eventually commercialised, by Abstergo Industries. It allows the user to read a subject's genetic memory and project the output onto an external screen in three dimensions.","XR, memories",,,,100,2007,"Dystopia, Utopia",15,2121
Star Trek: First Contact,"engramatic purge, neurogenic restructuring",tool,"emotions, memory",1-Jan-96,"Anime, Movie, comics, game",dystopia,non-contact,0.206349206,0.148571429,0.72,126,"An engramatic purge or engramatic extraction was a medical procedure used by the Mari which could erase memory engrams, remove certain images, and/or modify behavior. It carried some risk of neurological damage.",medical,Jonathan Frakes,Paramount Pictures,Paramount Pictures,100,1996,Dystopia,26,2121
 Star Trek: Deep Space Nine, neurolytic emitter,tool,memory,1-Jan-98,"Anime, Movie, TV Series, comics, game",dystopia,Non-invasive,0.242424242,0.138728324,0.572254335,99,"A neurolytic emitter was a medical device utilized by Ramuran tracers to erase the memories of those captured after attempting to leave their homeworld of Ramura. The emitters were used to eliminate all their experiences with the outside world, thus easing their reintegration into Ramuran society. The effects of the emitter were irreversible.","medical, memories","Michael Pillar, Rick Berman",Paramount Pictures,Paramount Television,75,1998,Dystopia,24,2096
 Star Trek: Discovery,Memory Extractor,tool,memory,1-Jan-19,TV Series,"dystopia, utopia",Non-invasive,0.029126214,0.019736842,0.677631579,103,Device extracting the memories,memories,"Alex Kurtzman, Bryan Fuller",CBS,"Roddenberry Entertainment, Secret Hideout",100,2019,Dystopia,3,2121
Source Code,Source Code,N/A,memory,1-Jan-11,Movie,dystopia,N/A,0.099099099,0.06875,0.69375,111,"Source Code is an experimental machine that reconstructs the past using the dead passengers' residual collective memories of eight minutes before their deaths.
Body of the hero and is on life support and hooked up to neural sensors. The capsule and his healthy body are ""manifestations"" made by his mind to make sense of the environment.",military,Duncan Jones,Summit Entertainment,"The Mark Gordon, Vendome Pictures",100,2011,Dystopia,11,2121
Total Recall,Rekall,implant,memory,1-Jan-90,Movie,dystopia,Invasive,0.390243902,0.17679558,0.453038674,82,"Rekall is a memory implant used mainly to get a vacation, where a user can take a memory trip to a certain planet and be whoever they desire. It was later misused to read one’s memories and to implant the false ones.","memories, tracking",Paul Verhoeven,Tri-Star Pictures,Carolco Pictures,50,1990,Dystopia,32,2071
Total Recall,Rekall,implant,memory,1-Jan-12,Movie,dystopia,Invasive,0.166666667,0.062893082,0.377358491,60,"Rekall is a memory implant used mainly to get a vacation, where a user can take a memory trip to a certain planet and be whoever they desire. It was later misused to read one’s memories and to implant the false ones.","memories, tracking",Len Wiseman,Tri-Star Pictures,Carolco Pictures,50,2012,Dystopia,10,2071
Recursion,,N/A,memory,1-Jan-19,Novel,"dystopia, utopia",N/A,0.029126214,0.019736842,0.677631579,103,"Fake Memory Syndrome (FMS) – memories the person never lived. Designed initially to help Dementia patients, etc.","medical, memories",Blake Crouch,,,100,2019,"Dystopia, Utopia",3,2121
Rick and Morty,,helmet,memory,1-Jan-17,"comics, game, sitcom",dystopia,Non-invasive,0.047619048,0.032467532,0.681818182,105,"Erasing, restoring and reading saved memories",memories,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,100,2017,Dystopia,5,2121
Rick and Morty,Mind Eraser,tool,memory,1-Jan-17,"comics, game, sitcom",dystopia,Non-invasive,0.047619048,0.032467532,0.681818182,105,A tool used to extract and erase memories. These memories could be then uploaded into a special helmet to be watched. The memories are stored in the shape of the tubes to be inserted into the helmet. The device is mostly used to spare a person from painful memories.,memories,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,100,2017,Dystopia,5,2121
Rick and Morty,,lifeform,memory,1-Jan-15,"comics, game, sitcom",dystopia,Non-invasive,0.065420561,0.044871795,0.685897436,107,parasite that implants fake memories into the heads,memories,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,100,2015,Dystopia,7,2121
Pacific Rim,Random Access Brain Impulse Triggers (R.A.B.I.T.),N/A,"emotions, memory",1-Jan-13,"Anime, Movie, game",dystopia,N/A,0.082568807,0.056962025,0.689873418,109,"Random Access Brain Impulse Triggers (or R.A.B.I.T.) are an occurrence wherein one of the pilots latches onto a memory. Focusing on a single memory is discouraged while piloting a Jaeger. The emotions from the memory typically translate into actions for the Jaeger depending on the hemisphere the pilot is calibrated to. A pilot can become trapped in a memory they latch onto regardless of who the memory belongs to.[6] As a result, first time pilots and pilots in general are advised never to ""chase the rabbit"".","memories, military",Guillermo del Toro,Warner Bros. Pictures,Legendary Pictures,100,2013,Dystopia,9,2121
The City and the Stars,diaspar memory,N/A,"memory, storage",1-Jan-56,Novel,utopia,N/A,0.345549738,0.306976744,0.888372093,191,Memory storage in the end of the lives of human,memories,Arthur C. Clarke,,,125,1956,"Dystopia, Utopia",66,2146
Eternal Sunshine of the Spotless Mind,,helmet,memory,1-Jan-04,Movie,"dystopia, utopia",Non-invasive,0.152542373,0.107784431,0.706586826,118,erase all of memories of the relationship,memories,Michael Gondry,Focus Features,"Anonymous Content, This is That",100,2004,"Dystopia, Utopia",18,2121
The Final Cut,,implant,memory,1-Jan-04,Movie,utopia,Invasive,0.152542373,0.107784431,0.706586826,118,memory implants make it possible to record entire lives,memories,Omar Naim,Lionsgate Premiere,"Cinerenta Medienbeteiligungs KG, Lionsgate",100,2004,Utopia,18,2121
To Live Forever,Anti-Heptant,N/A,memory,1-Jan-56,Novel,dystopia,N/A,0.568965517,0.306976744,0.539534884,116,A compound that erases specific areas of the brain,,Jack Vance,,,50,1956,Dystopia,66,2071
Captain Marvel,,"implant, tool","manipulation, memory",1-Jan-19,Movie,dystopia,"Invasive, Non-invasive",0.029126214,0.019736842,0.677631579,103,"BCI to read memories; Kree implant that was suppressing the powers, allowing her to reach her full potential.",memories,"Anna Boden, Ryan Fleck","Motion Pictures, Walt Disney Studios",Marvel Studios,100,2019,Dystopia,3,2121
Men in Black,"Neuralyzer, electro bio-mechanical neural transmitting zero synapse repositioner",tool,memory,1-Jan-97,"Movie, comics",dystopia,Non-invasive,0.166666667,0.143678161,0.862068966,150,"An electro bio-mechanical neural transmitting zero synapse repositioner, commonly referred to as a Neuralyzer is a top secret device used by the MiB. It has the ability to wipe the mind of anybody who sees the flash via isolating and editing certain electronic impulses related to memory. Once people are neuralyzed, they seem to enter a trance, freeze and their eyes lose focus. Once victims are neuralyzed, the agents must make up a story to replace the victims' erased memories and pass it off as truth. Neuralyzers are paramount to the MIB's operation and maintenance of secrecy.
A neuralyzer is a device varying in size, that wipes the memory of a target. The set length of memory erased can be changed using dials, and the effects can be reversed. In order for agents to not be harmed by the effects, they have ""Ray-Ban"" sunglasses, that deflect the light created by the neuralyzer. It is the standard equipment of MIB officers. After being neuralyzed, if the agent does not supply the new memory, or a group of people get neuralyzed, a special team is sent in to give memories, and change the environment to reflect these memories. The neuralyzer can also affect species other than humans, like some animals and alien organisms. It is also interesting to see how the neuralyzer’s size decreases in time and becomes more portable. In the 3rd release, our hero travels back in time to the sixties and an old version of the neuralyzer as big as a room can be seen. ",memories,Barry Sonnenfeld,Sony Pictures Releasing,"Amblin Entertainment, Columbia Pictures",125,1997,Dystopia,25,2146
Men in Black,Neurolyser,tool,"control of the user, manipulation, memory",1-Jan-90,"Movie, comics",dystopia,Non-invasive,0.203821656,0.17679558,0.867403315,157,"The device in the comic books was referred to as a 'neurolyser'. This is also where the concept of using Ray-Ban sunglasses to prevent an agent's memory from getting affected was introduced. It is seen more in the shape of a flashlight than a cigar-like shape made popular by the films. It does not simply erase memory like the movie counterpart does. In the comic books, the neurolyser is a device used for manipulation and control. When neurolysed, a witness is simply hypnotized and does what ever Agent Kay or Jay wants them to do, such as provide information, believe a lie and/or pass that lie along as fact.",memories,Barry Sonnenfeld,Sony Pictures Releasing,"Amblin Entertainment, Columbia Pictures",125,1990,Dystopia,32,2146
Men in Black,De-Neuralyzer,tool,memory,1-Jan-97,"Movie, comics",dystopia,Non-invasive,0.166666667,0.143678161,0.862068966,150,"A De-Neuralyzer is a special device that reverses the effects of a Neuralyzer. Although a neuralyzer is operated by a small flash of light, a de-neuralyzer is much more complicated. There are only two known De-Neuralyzers in existence.",memories,Barry Sonnenfeld,Sony Pictures Releasing,"Amblin Entertainment, Columbia Pictures",125,1997,Dystopia,25,2146
"Black Mirror, S1 EP3 ""The Entire History of You""",grain,implant,"memory, recording brain activity",1-Jan-11,TV Series,"dystopia, utopia",Invasive,0.180327869,0.06875,0.38125,61,"The “Grain” device is a small implant that’s inserted behind the ear of the user. It apparently links into the sensory part of the brain and records everything its owner sees and hears, creating replayable memories that are stored in the device. The Grain also lets its users watch those memories, either on their eyes — where no one else can see them — or onto TV screens.
Having instant access to everything that’s happened to you sounds useful, but in “The Entire History of You,” it breeds paranoia in protagonist Liam, and eventually leads him to ruin his marriage. Grains can apparently be removed, but if the procedure isn’t done professionally, it can risk brain damage.",,Brian Welsh,"Endemol Shine UK, Netflix","House of Tomorrow, Zeppotron",50,2011,"Dystopia, Utopia",11,2071
Rick and Morty,,helmet,memory,1-Jan-17,"comics, game, sitcom",dystopia,Non-invasive,0.038461538,0.032467532,0.844155844,130,Creating wafers doused in the psychic resonance of Simple Rick and his memory of having spent time with a young Beth on her birthday,memories,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,125,2017,"Dystopia, Utopia",5,2146
Rick and Morty,,helmet,"emotions, memory",1-Jan-14,"comics, game, sitcom",dystopia,Non-invasive,0.060150376,0.050955414,0.847133758,133,Emotions-reading headset ,emotions,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,125,2014,"Dystopia, Utopia",8,2146
Wonder Woman,Tiara,"helmet, tiara",robot/object control,1-Jan-42,"Movie, TV Series, comics",utopia,Non-invasive,1,0.349344978,0.349344978,80,"Tiara to control Wonder Woman's invisible ('Robot') plane. Wonder Woman’s star-tiara (as she called) was found one day while she was rocketing through outer space. She noticed a crimson glow from a star in the Milky Way. It was the planet Alpha Negra. As she turned to investigate in her Amazon Plane, she noticed another star heading to Alpha Negra. She headed towards the dead star that should not have been emitting any light. As she hovered in orbit, a large object begin to fire rays at her. As she takes evasive action, she sees a building that has opened its roof for her to enter. The old scientist inside, greets her and explains that she has drawn the wrath of Phenegs. Surprised, Wonder Woman says that she thought they destroyed themselves in the battle that supposedly destroyed Alpha Negra. Wonder Woman decides to leave and take the battle with her. As fate would have it, the Phenegs destroyed themselves. She then heads back to the planet surface to see the old scientist. He presents her for a gift with the galaxy’s gratitude for her mighty deed. A ‘necklace of freedom’ he had acquired in the battle against the Phenegs. When she returned to earth, she decided to wear it as tiara.",,William Moulton Marston,Warner Bros. Pictures,Warner Bros. Pictures,0,1942,Utopia,80,2021
,,,,,,,,1,0.931368033,0.931368033,2022,,,,,,,,,2022,2021
Firefox,,helmet,robot/object control,1-Jan-82,"Movie, Novel",dystopia,Non-invasive,0.8,0.211640212,0.264550265,50,"Aircraft controlled by a thought, the “commands” should be issued in Russian, strictly",,"Clint Eastwood, Craig Thomas",Warner Bros. Pictures,Malpaso Productions,10,1982,Dystopia,40,2031
The Amazing Spider Man,,"exoskeleton, implant, robot","robot/object control, telepathy",1-Jan-63,"Movie, TV Series, comics, game",utopia,"Invasive, Non-invasive",0.921875,0.283653846,0.307692308,64,"Due to exposure to atomic radiation, Doctor Octopus has acquired the mental ability of psychokinetic control over the four electrically powered, artificial tentacle ""arms"" (a degree of psychokinetic control over them that he can also exercise over vast distances even when they are not connected to him) that are attached to a stainless-steel harness encompassing his lower torso.
He has also developed psychokinetic-telepathic control over an army of ""Octobots"" (small octopus-like drones).","robotic control, telepathy","Stan Lee, Steve Ditko",Sony Pictures Releasing,"Columbia Pictures, Marvel Studios",5,1963,"Dystopia, Utopia",59,2026
Star Trek: Enterprise,Synaptic Transceiver,implant,robot/object control,1-Jan-01,"Anime, Movie, TV Series, comics, game","dystopia, utopia",Invasive,1,0.123529412,0.123529412,21,"A synaptic transceiver was a device invented by The Doctor in an alternate2392, for use in piloting a vessel equipped with a neural interface. Implanted in the cerebral cortex, the device allowed synaptic interface to be established between the user's mind and the vessel's controls.",piloting,"Brannon Braga, Rick Berman",Paramount Pictures,Paramount Television,0,2001,"Dystopia, Utopia",21,2021
 Star Trek: The Next Generation,Altonian brain teaser,tool,robot/object control,1-Jan-93,"Anime, Movie, TV Series, comics, game",utopia,Non-invasive,1,0.162921348,0.162921348,29,"The Altonian brain teaser was a puzzle that responded to neural theta waves. The game was available in Quark's holosuites in 2369, and Jadzia Dax played it on several occasions.
The game consisted of an iridescent sphere, which the player attempted to turn into a solid color. To do so required complete clarity of the mind, and the player needed focus entirely on the task at hand, and no physical contact was involved. If, as was the case with Julian Bashir, one's mind was not focused, the sphere itself would disappear. Dax told him that she had been trying to master the game for 140 years or so. ",meditation,Gene Roddenberry,Paramount Pictures,Paramount Television,0,1993,Utopia,29,2021
"Star Trek: The Original Series, S1 EP11-12 ""The Menagerie""",,N/A,"communication, robot/object control",1-Jan-66,TV Series,utopia,N/A,1,0.273170732,0.273170732,56,answering yes/no questions with the aid of a device operated by his brainwaves,"communication, disability",Gene Roddenberry,NBC Universal Television,"Desilu Productions, Paramount Television",0,1966,Utopia,56,2021
Star Wars,The Force ,lifeform,"robot/object control, telepathy",1-Jan-80,"Movie, TV Series, comics, game",utopia,bio,0.251497006,0.219895288,0.87434555,167,"The Force, known to the Kwa as the Power of Cosmos and referred to as the Breath of Gelgelar by the Gelgelar resident Wise Man of Kooroo, was a metaphysical, spiritual, binding, and ubiquitous power that held enormous importance for both the Jedi and Sith monastic orders. Known as the Way in ancient times, the Force was viewed in many different aspects, including, but not limited to, the Light side of the Force, the Dark side of the Force, the Living Force, the Unifying Force, the Cosmic Force and the Physical Force. Some Force-sensitive characters derive special, psychic abilities from it, such as telekinesis, mind control, and extrasensory perception. ",,George Lucas,20th Century Fox,Lucasfilm Ltd.,125,1980,Utopia,42,2146
The Men Who Stare at Goats,psychic spy unit,N/A,"robot/object control, telepathy",1-Jan-04,Movie,"dystopia, utopia",N/A,0.152542373,0.107784431,0.706586826,118,"A possibility of telepathy, as well as to move, control objects using one’s brain activity, including living species like animals or humans. Killer functionality","assasination, telepathy",Grant Heslov,"Mandate Pictures, Oyeture Films","BBC Films, Smokehouse Pictures",100,2004,Dystopia,18,2121
Stranger Things,,N/A,"reading thoughts, robot/object control, telepathy",1-Jan-16,TV Series,"dystopia, utopia",N/A,0.056603774,0.038709677,0.683870968,106,"A possibility of telepathy, as well as to move, control objects using one’s brain activity, including living species like animals or humans.",telepathy,The Duffer Brothers,Netflix,"21 Laps Entertainment, Monkey Massacre",100,2016,"Dystopia, Utopia",6,2121
Rick and Morty,,hair tool,robot/object control,1-Jan-17,"comics, game, sitcom",utopia,Non-invasive,1,0.032467532,0.032467532,5,Controlling object - hair clips - using one’s brain activity designed by a father for his daughter as a child’s toy to keep her busy.,,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season,0,2017,Utopia,5,2021
The Peripheral,crown,helmet,robot/object control,1-Jan-14,"Novel, TV Series","dystopia, utopia",Non-invasive,0.615384615,0.050955414,0.082802548,13,robot-controlling headset; mentally controlled guns,law enforcement,William Gibson,Warner Bros. Television,"Amazon Studios, Kilter Films",5,2014,"Dystopia, Utopia",8,2026
"Intelligence, EP6 Patient Zero",,headset,robot/object control,1-Jan-14,"Movie, Novel",utopia,Non-invasive,1,0.050955414,0.050955414,8,Headset to control a drone,law enforcement,Michael Seitzman,"CBS, Disney-ABC","ABC Studios, CBS Television Studios, Michael Seitzman's Pictures",0,2014,Utopia,8,2021
Hot Head,,N/A,robot/object control,1-Jan-92,Novel,"dystopia, utopia",N/A,0.857142857,0.167597765,0.195530726,35,brain is wired to military hardware,military,Simon Ings,,,5,1992,"Dystopia, Utopia",30,2026
Charne Oceany,,implant,robot/object control,1-Jan-01,Movie,utopia,Invasive,1,0.123529412,0.123529412,21,biotechnological implants allowing people control over computers via brain-computer interfaces.,,Jacek Dukaj,,,0,2001,"Dystopia, Utopia",21,2021
Angelic Layer,,N/A,robot/object control,1-Jan-99,"Anime, comics","dystopia, utopia",N/A,0.821428571,0.13372093,0.162790698,28,"players (called Deus) buy and custom-design dolls known as Angels that are moved by mental control when on a field called the ""layer.""",,"Clamp, Hiroshi Nishikiori",,Bones,5,1999,"Dystopia, Utopia",23,2026
Call Me Joe,,N/A,robot/object control,1-Jan-57,Novel,"dystopia, utopia",Non-invasive,0.342105263,0.303738318,0.887850467,190,paraplegic man whose mind remotely controls an alien body,disability,Poul Anderson,,,125,1957,"Dystopia, Utopia",65,2146
Star Trek: Deep Space Nine,Multitronic Engrammatic Interpreter,helmet,recording brain activity,1-Jan-99,"Anime, Movie, TV Series, comics, game",utopia,Non-invasive,0.696969697,0.13372093,0.191860465,33,A multitronic engrammatic interpreter was a component that used multitronic technology to encode and decode signals from the neural pathways of the brain.,,"Michael Pillar, Rick Berman",Paramount Pictures,Paramount Television,10,1999,"Dystopia, Utopia",23,2031
Strange Days,Simstim,helmet,recording brain activity,1-Jan-95,Movie,utopia,Non-invasive,0.84375,0.153409091,0.181818182,32,"Helmet-like interlace, almost like a hair net, but rigid, which fits snugly over the cranium, from the top of the forehead to the back of the neck.
Small enough to fit under a wig or hat, the device is connected by a thin wire to a computer pack elsewhere on the body. It is designed specifically to record and playback brain impulses. It records the electrochemical composition of many key areas of the brain carefully, to the point that all sensory input is recorded and preserved, along with emotional responses, activation of the pleasure center, and more. All continuing in one long recording, for the duration the active recording array is being worn.",,Kathryn Bigelow,20th Century Fox,LightStorm Entertainment,5,1995,"Dystopia, Utopia",27,2026
Diaspora,nanomachine,N/A,recording brain activity,1-Jan-97,Novel,"dystopia, utopia",N/A,0.555555556,0.143678161,0.25862069,45,record the brain's information states as it is chemically converted into a crystalline computer,,Greg Egan,,,20,1997,Utopia,25,2041
Propagandist,Psychoscanner,N/A,"emotions, memory, recording brain activity",1-Jan-47,Novel,"dystopia, utopia",N/A,0.375,0.334821429,0.892857143,200,"A device capable of taking impressions, feelings and memories from living brains; it can be used on animals as well.",,Murray Leinster,,,125,1947,"Dystopia, Utopia",75,2146
A Scanner Darkly,Cephalochromoscope (Cephscope),tool,recording brain activity,1-Jan-77,"Movie, Novel",utopia,N/A,1,0.231958763,0.231958763,45,A brain-scan device with a screen to display neural patterns,,"Philip K. Dick, Richard Linklater",Warner Bros. Pictures,"Section Eight, Thousand Words",0,1977,Utopia,45,2021
"House M.D., S6 EP16 ""Black Hole""",,helmet,recording brain activity,1-Jan-10,TV Series,"dystopia, utopia",Non-invasive,0.545454545,0.074534161,0.136645963,22,"an experimental procedure called ""cognitive pattern recognition"" to map the unconscious thoughts of the user",unconsciousness,Greg Yaitanes,"Fox, NBC Universal Television","Heel and Toe Films, Universal Media Studios",10,2010,Utopia,12,2031
 Star Trek: Deep Space Nine,Termination Implant,implant,termination,1-Jan-98,"Anime, Movie, TV Series, comics, game","dystopia, utopia",Invasive,0.705882353,0.138728324,0.196531792,34,"The termination implant was a device attached to the brain stem of Vorta operatives of the Dominion. It was triggered by hand with a gesture that applied pressure with the index finger behind the right earlobe and the thumb under the jaw. When the device was activated (voluntarily) by the owner, it caused near-instant, painful death (though the Founders told the Vorta that death would be painless, this was proven not entirely true). Its purpose was to prevent Vorta – and the strategic information they possessed – from falling into enemy hands.",assasination,"Michael Pillar, Rick Berman",Paramount Pictures,Paramount Pictures,10,1998,"Dystopia, Utopia",24,2031
Cantata 140,Boulder,N/A,termination,1-Jan-64,Novel,dystopia,N/A,0.743589744,0.280193237,0.376811594,78,A device that homed in on a person's brain wave pattern; a very specific assassination device,assasination,Philip K. Dick,,,20,1964,Dystopia,58,2041
Lord of Light,Mechanical Cobra,N/A,termination,1-Jan-67,Novel,dystopia,N/A,0.733333333,0.269607843,0.367647059,75,An assassination device; senses brain waves to find its victim,assasination,Roger Zelazny,,,20,1967,Dystopia,55,2041
Inception,"Portable Automated Somnacin IntraVenous Device
PASIV Device",N/A,dreams,1-Jan-10,Movie,dystopia,Non-invasive,0.193548387,0.074534161,0.385093168,62,"A device used for administering the drug Somnacin to dreamers in the field.
Somnacin is the name of the drug used to initiate dream sharing and lucid dreaming.",sleep,Christopher Nolan,Warner Bros. Pictures,"Legendary Pictures, Syncopy",50,2010,Dystopia,12,2071
Fringe,,implant,dreams,1-Jan-09,TV Series,dystopia,Invasive,0.393939394,0.080246914,0.203703704,33,"brain–computer interface chip attached to the thalamus, the part of the brain controlling dreams.",sleep,"Alex Kurtzman, J. J. Abrams, Roberto Orci",Warner Bros. Television,"Bad Robot Productions, Warner Bros. Television",20,2009,Dystopia,13,2041
Paprika,DC Mini,earpiece,dreams,1-Jan-07,Movie,"dystopia, utopia",Non-invasive,0.166666667,0.091463415,0.548780488,90,"A therapy tool that allows a psychotherapist to enter a patient's dreams; device that resembles a bluetooth cellphone earpiece. The device allows psychotherapists to actually enter the dreamworld of their patients. It has the ability to record them with the capability of playback, allowing for it to be used as a form of mass therapy by a larger psychiatric corporation that benefits economically and socially from such a device.",sleep,Satoshi Kon,Sony Pictures Entertainment Japan,Madhouse,75,2007,"Dystopia, Utopia",15,2096
The Dream Master,neuroparticipant therapy,helmet,"control of the user, dreams",1-Jan-66,Novel,"dystopia, utopia",Non-invasive,0.358974359,0.273170732,0.76097561,156,"This is a world ripe for psychotherapeutic innovations, such as the ""neuroparticipant therapy"" in which the protagonist, Charles Render, specializes. In neuroparticipation, the patient is hooked into a gigantic simulation controlled directly by the analyst's mind; the analyst then works with the patient to construct dreams—nightmares, wish-fulfillment, etc.--that afford insight into the underlying neuroses of the patient, and in some cases the possibility of direct intervention. (For example, a man submerging himself in a fantasy world sees it utterly destroyed at Render's hands, and is thus ""cured"" of his obsession with it.)","medical, sleep",Roger Zelazny,,,100,1966,"Dystopia, Utopia",56,2121
Warcross,Neurolink,"glasses, lenses","XR, reality",1-Jan-17,Novel,"dystopia, utopia",Non-invasive,0.2,0.032467532,0.162337662,25,"The Neuro-Link is a brain-computer interface and software used to play Warcross, and helps the brain manipulate images and renderings almost indistinguishable from reality. Variants include glasses or contact lenses, which assist the brain in creating such images. It was created by Hideo Tanaka when he was 13. Newer versions are still being made the latest versions are contact lenses and were made by him when he was 28.","gaming, simulations",Marie Lu,,,20,2017,"Dystopia, Utopia",5,2041
Virtual Light,hood hologram,glasses,XR,1-Jan-93,Novel,dystopia,Non-invasive,0.591836735,0.162921348,0.275280899,49,The glasses are a new kind of virtual reality unit called 'Virtual Light' which directly feed the optic nerve with EMP to create images.,XR,William Gibson,,,20,1993,Dystopia,29,2041
Clans of the Alphane Moon,Cephalic Sniffer,N/A,tracking,1-Jan-64,Novel,dystopia,N/A,0.852941176,0.280193237,0.328502415,68,Device can locate an individual using brain patterns,tracking,Philip K. Dick,,,10,1964,Dystopia,58,2031
"Lies, Inc. (The Unteleported Man)",Cephalotropic Dart,N/A,tracking,1-Jan-64,Novel,dystopia,N/A,0.852941176,0.280193237,0.328502415,68,"A slim, short-range device that homes in on the brain wave pattern of the target",tracking,Philip K. Dick,,,10,1964,Dystopia,58,2031
Divergent,TRUTH SERUM,drug,control of the user,1-Jan-11,Movie,dystopia,N/A,0.180327869,0.06875,0.38125,61,"The rest of the Dauntless are injected with a serum supplied by Erudites, which is supposedly for tracking but actually for mind control.","brainwash, cooperation","Neil Burger, Veronica Roth",Lionsgate Premiere,"Red Wagon Entertainment, Summit Entertainment",50,2011,Dystopia,11,2071
Elysium,Sabre Cerebral Defense,"earpiece, implant, software","cerebral defense, knowledge upload, linking, storage",1-Jan-13,Movie,"dystopia, utopia",Invasive,0.310344828,0.056962025,0.183544304,29,"Neural implant used to access cranial data, or brain data. Cranial Data, or Brain data is an arrangement of scripts or code, or even full data, that is stored in a computer chip implanted within someone's brain.
It seems that cranial data is a normal medium used by Elysium's citizens to secure and protect extremely sensitive data for transport, similar to a modern-day flash drive, but far more secure. There also appears to be data defense programs, such as the Sabre Cerebral Defense program that is being used to secure the code when one of the heroes uploads it into his brain, that provides further security in case someone attempts to use the code in an unauthorized manner.
With cranial data, just like any other type of data, it is possible for people to implant devices into the brain that is capable of syncing and ""grabbing"" the cranial data from the individual. This action is referred to as a data heist and is considered a type of theft. It is also hinted at in the movie that bank account codes and other financial security information is held in the cranial data bank, which would imply that the cranial data implant also functions as a security measure to authorize funds or even access to secured areas.","backup, cerebral defense, software, storage, tracking",Neill Blomkamp,Sony Pictures Releasing,"Media Rights Capital, TriStar Pictures",20,2013,Dystopia,9,2041
Cyberpunk 2077,,implant,"knowledge upload, linking, storage",1-Jan-21,game,dystopia,Invasive,0.019607843,0.006666667,0.34,51,"Netrunners are the types of savvy computer hackers you would find in the movie Hackers, but with a cybernetically augmented interface system implanted into their body. Using their brain-computer interface implants, they roam the Internet, looking for systems to hack and information to sell to fixers. Although anyone can enter the Net, most people can't use the ""Menu."" The Menu is a group of Applications (Apps) that are Interface programs that allows a Netrunner to Locate Remote, Run Software, Control Remote, LDL Link, Load, Create and Delete.",,,,CD Projekt,50,2021,Dystopia,1,2071
